4.002784036172627680e+01,1.165017861127853536e+02
4.008565234992547488e+01,1.163932961225509786e+02
4.008039874140985859e+01,1.162477272748947286e+02
4.005202225054735976e+01,1.161996620893478536e+02
3.997418906423695972e+01,1.161694496870041036e+02
3.989942786053434531e+01,1.161680763959884786e+02
3.983196750478105486e+01,1.162518471479416036e+02
3.982880367321281057e+01,1.163617104291916036e+02
3.987097611205364700e+01,1.164935463666916036e+02
3.995419054874236053e+01,1.164372414350509786e+02
4.000575375653264842e+01,1.163795632123947286e+02
4.002468557007562566e+01,1.163150185346603394e+02
3.996997933658079916e+01,1.162738198041916036e+02
3.990996254870152171e+01,1.162793129682541036e+02
3.991733586660021871e+01,1.163617104291916036e+02
3.996787437552353595e+01,1.163438576459884786e+02
3.971269591644774266e+01,1.164798134565353536e+02
3.966091215703148265e+01,1.163740700483322286e+02
3.969896115321829910e+01,1.162573403120041036e+02
3.974226919672803149e+01,1.160609596967697286e+02
3.990996254870152171e+01,1.160142678022384786e+02
4.012976665474770499e+01,1.160774391889572286e+02
4.021895804658573326e+01,1.160760658979416036e+02
4.025774590920685370e+01,1.162559670209884786e+02
4.031640959147105008e+01,1.161021584272384644e+02
4.020008024183078277e+01,1.165841835737228536e+02
4.007724638171062992e+01,1.167915505170822286e+02
3.989732072852551426e+01,1.167613381147384786e+02
4.009508730535099374e+01,1.169806838035583496e+02
3.993416561718382951e+01,1.170493483543396138e+02
3.960272060950411799e+01,1.170287489891052388e+02
3.953708750631394508e+01,1.168502211570739888e+02
3.932177827012156257e+01,1.164976662397384786e+02
3.935045657030924815e+01,1.163369911909103536e+02
3.945338894346976844e+01,1.160527199506759786e+02
4.003099500748180617e+01,1.160458534955978536e+02
4.028917921376591949e+01,1.164660805463791036e+02
4.041685741933302722e+01,1.159085243940353536e+02
3.941933055574406097e+01,1.160031621158123301e+02
3.943418148832120096e+01,1.155609624087810801e+02
3.899469672186559421e+01,1.155062922835350321e+02
3.915780934851240147e+01,1.151712092757225179e+02
3.891460188981307056e+01,1.150613459944725321e+02
3.996682187068797276e+01,1.158426064252853536e+02
4.044461292994477475e+01,1.167832383513450907e+02
3.903784882559574498e+01,1.170413419604301595e+02
3.918809007444353654e+01,1.173050138354301595e+02
3.965284221780905938e+01,1.165751498937606954e+02
3.980176509832639198e+01,1.159763950109481954e+02
3.970176509836638701e+01,1.169763900109481938e+02
